mob								
怪物编号	怪物avatar	怪物攻击	怪物血量	怪物速度	怪物类型	怪物死亡加魔法值	怪物功能类型	不可中buff
11130013	1113	1	95	55	1	2	0	[]
11130014	1113	1	100	55	1	2	0	[]
11130015	1113	1	105	55	1	2	0	[]
11130016	1113	1	110	55	1	2	0	[]
11130017	1113	1	120	55	1	2	0	[]
11130018	1113	1	130	55	1	2	0	[]
11130019	1113	1	135	55	1	2	0	[]
11130020	1113	1	140	55	1	2	0	[]
11130021	1113	1	145	55	1	2	0	[]
11130022	1113	1	150	55	1	2	0	[]
11130023	1113	1	155	55	1	2	0	[]
11130024	1113	1	160	55	1	2	0	[]
11130025	1113	1	165	55	1	2	0	[]
11130026	1113	1	170	55	1	2	0	[]
11130027	1113	1	175	55	1	2	0	[]
11130028	1113	1	180	55	1	2	0	[]
11130029	1113	1	185	55	1	2	0	[]
11130030	1113	1	190	55	1	2	0	[]
11130031	1113	1	195	55	1	2	0	[]
11130032	1113	1	200	55	1	2	0	[]
11130033	1113	1	205	55	1	2	0	[]
11130034	1113	1	210	55	1	2	0	[]
11130035	1113	1	215	55	1	2	0	[]
11130036	1113	1	220	55	1	2	0	[]
11130037	1113	1	225	55	1	2	0	[]
11130038	1113	1	230	55	1	2	0	[]
11130039	1113	1	235	55	1	2	0	[]
11130040	1113	1	240	55	1	2	0	[]
11130041	1113	1	250	55	1	2	0	[]
11130042	1113	1	260	55	1	2	0	[]
11130043	1113	1	270	55	1	2	0	[]
11130044	1113	1	280	55	1	2	0	[]
11130045	1113	1	290	55	1	2	0	[]
11130046	1113	1	300	55	1	2	0	[]
11130047	1113	1	310	55	1	2	0	[]
11130048	1113	1	320	55	1	2	0	[]
11130049	1113	1	330	55	1	2	0	[]
11130050	1113	1	340	55	1	2	0	[]
11130051	1113	1	350	55	1	2	0	[]
11130052	1113	1	360	55	1	2	0	[]
11130053	1113	1	370	55	1	2	0	[]
11130054	1113	1	380	55	1	2	0	[]
11130055	1113	1	390	55	1	2	0	[]
11130056	1113	1	400	55	1	2	0	[]
11130057	1113	1	410	55	1	2	0	[]
11130058	1113	1	420	55	1	2	0	[]
11130059	1113	1	430	55	1	2	0	[]
11130060	1113	1	440	55	1	2	0	[]
11130061	1113	1	450	55	1	2	0	[]
11130062	1113	1	460	55	1	2	0	[]
11130063	1113	1	470	55	1	2	0	[]
11130064	1113	1	480	55	1	2	0	[]
11130065	1113	1	490	55	1	2	0	[]
11130066	1113	1	500	55	1	2	0	[]
11130067	1113	1	510	55	1	2	0	[]
11130068	1113	1	520	55	1	2	0	[]
11130069	1113	1	530	55	1	2	0	[]
11130070	1113	1	540	55	1	2	0	[]
11130071	1113	1	550	55	1	2	0	[]
11130072	1113	1	560	55	1	2	0	[]
11130073	1113	1	570	55	1	2	0	[]
11130074	1113	1	580	55	1	2	0	[]
11130075	1113	1	590	55	1	2	0	[]
11130076	1113	1	600	55	1	2	0	[]
11130077	1113	1	610	55	1	2	0	[]
11130078	1113	1	620	55	1	2	0	[]
11130079	1113	1	630	55	1	2	0	[]
11130080	1113	1	640	55	1	2	0	[]
11130081	1113	1	650	55	1	2	0	[]
11130082	1113	1	660	55	1	2	0	[]
11130083	1113	1	670	55	1	2	0	[]
11130084	1113	1	680	55	1	2	0	[]
11130085	1113	1	690	55	1	2	0	[]
11130086	1113	1	700	55	1	2	0	[]
11130087	1113	1	710	55	1	2	0	[]
11130088	1113	1	720	55	1	2	0	[]
11130089	1113	1	730	55	1	2	0	[]
11130090	1113	1	740	55	1	2	0	[]
11130091	1113	1	750	55	1	2	0	[]
11130092	1113	1	760	55	1	2	0	[]
11130093	1113	1	770	55	1	2	0	[]
11130094	1113	1	780	55	1	2	0	[]
11130095	1113	1	790	55	1	2	0	[]
11130096	1113	1	800	55	1	2	0	[]
11130097	1113	1	810	55	1	2	0	[]
11130098	1113	1	820	55	1	2	0	[]
11130099	1113	1	830	55	1	2	0	[]
11130100	1113	1	840	55	1	2	0	[]
11130101	1113	1	850	55	1	2	0	[]
11130102	1113	1	860	55	1	2	0	[]
11130103	1113	1	870	55	1	2	0	[]
11130104	1113	1	880	55	1	2	0	[]
11130105	1113	1	890	55	1	2	0	[]
11130106	1113	1	900	55	1	2	0	[]
11130107	1113	1	910	55	1	2	0	[]
11130108	1113	1	920	55	1	2	0	[]
11130109	1113	1	930	55	1	2	0	[]
11130110	1113	1	940	55	1	2	0	[]
11130111	1113	1	950	55	1	2	0	[]
11130112	1113	1	960	55	1	2	0	[]
11130113	1113	1	970	55	1	2	0	[]
11130114	1113	1	980	55	1	2	0	[]
11130115	1113	1	990	55	1	2	0	[]
11130116	1113	1	1000	55	1	2	0	[]
11130117	1113	1	1010	55	1	2	0	[]
11130118	1113	1	1020	55	1	2	0	[]
11130119	1113	1	1030	55	1	2	0	[]
11130120	1113	1	1040	55	1	2	0	[]
11130121	1113	1	1050	55	1	2	0	[]
11130122	1113	1	1060	55	1	2	0	[]
11130123	1113	1	1070	55	1	2	0	[]
11130124	1113	1	1080	55	1	2	0	[]
11130125	1113	1	1090	55	1	2	0	[]
11130126	1113	1	1100	55	1	2	0	[]
11130127	1113	1	1110	55	1	2	0	[]
11130128	1113	1	1120	55	1	2	0	[]
11130129	1113	1	1130	55	1	2	0	[]
11130130	1113	1	1140	55	1	2	0	[]
11130131	1113	1	1150	55	1	2	0	[]
11130132	1113	1	1160	55	1	2	0	[]
11130133	1113	1	1170	55	1	2	0	[]
11130134	1113	1	1180	55	1	2	0	[]
11130135	1113	1	1190	55	1	2	0	[]
11130136	1113	1	1200	55	1	2	0	[]
11130137	1113	1	1210	55	1	2	0	[]
11130138	1113	1	1220	55	1	2	0	[]
11130139	1113	1	1230	55	1	2	0	[]
11130140	1113	1	1240	55	1	2	0	[]
11130141	1113	1	1250	55	1	2	0	[]
11130142	1113	1	1260	55	1	2	0	[]
11130143	1113	1	1270	55	1	2	0	[]
11130144	1113	1	1280	55	1	2	0	[]
11130145	1113	1	1290	55	1	2	0	[]
11130146	1113	1	1300	55	1	2	0	[]
11130147	1113	1	1310	55	1	2	0	[]
11130148	1113	1	1320	55	1	2	0	[]
11130149	1113	1	1330	55	1	2	0	[]
11130150	1113	1	1340	55	1	2	0	[]
11130151	1113	1	1350	55	1	2	0	[]
11130152	1113	1	1360	55	1	2	0	[]
11130153	1113	1	1370	55	1	2	0	[]
11130154	1113	1	1380	55	1	2	0	[]
11130155	1113	1	1390	55	1	2	0	[]
11130156	1113	1	1400	55	1	2	0	[]
11130157	1113	1	1410	55	1	2	0	[]
11130158	1113	1	1420	55	1	2	0	[]
11130159	1113	1	1430	55	1	2	0	[]
11130160	1113	1	1440	55	1	2	0	[]
11130161	1113	1	1450	55	1	2	0	[]
11130162	1113	1	1460	55	1	2	0	[]
11130163	1113	1	1470	55	1	2	0	[]
11130164	1113	1	1480	55	1	2	0	[]
11130165	1113	1	1490	55	1	2	0	[]
11130166	1113	1	1500	55	1	2	0	[]
11130167	1113	1	1510	55	1	2	0	[]
11130168	1113	1	1520	55	1	2	0	[]
11130169	1113	1	1530	55	1	2	0	[]
11130170	1113	1	1540	55	1	2	0	[]
11130171	1113	1	1550	55	1	2	0	[]
11130172	1113	1	1560	55	1	2	0	[]
11130173	1113	1	1570	55	1	2	0	[]
11130174	1113	1	1580	55	1	2	0	[]
11130175	1113	1	1590	55	1	2	0	[]
11130176	1113	1	1600	55	1	2	0	[]
11130177	1113	1	1610	55	1	2	0	[]
11130178	1113	1	1620	55	1	2	0	[]
11130179	1113	1	1630	55	1	2	0	[]
11130180	1113	1	1640	55	1	2	0	[]
11130181	1113	1	1650	55	1	2	0	[]
11130182	1113	1	1660	55	1	2	0	[]
11130183	1113	1	1670	55	1	2	0	[]
11130184	1113	1	1680	55	1	2	0	[]
11130185	1113	1	1690	55	1	2	0	[]
11130186	1113	1	1700	55	1	2	0	[]
11130187	1113	1	1710	55	1	2	0	[]
11130188	1113	1	1720	55	1	2	0	[]
11130189	1113	1	1730	55	1	2	0	[]
11130190	1113	1	1740	55	1	2	0	[]
11130191	1113	1	1750	55	1	2	0	[]
11130192	1113	1	1760	55	1	2	0	[]
11130193	1113	1	1770	55	1	2	0	[]
11130194	1113	1	1780	55	1	2	0	[]
11130195	1113	1	1790	55	1	2	0	[]
11130196	1113	1	1800	55	1	2	0	[]
11130197	1113	1	1810	55	1	2	0	[]
11130198	1113	1	1820	55	1	2	0	[]
11130199	1113	1	1830	55	1	2	0	[]
11130200	1113	1	1840	55	1	2	0	[]
11030001	3101	1	800	40	1	2	0	[]
11030002	1103	1	200	40	1	2	0	[]
11030003	1103	1	30	80	1	2	0	[]
11030004	1103	1	80	40	1	2	0	[]
11030005	1103	1	100	40	1	2	0	[]
11030006	1103	1	115	40	1	2	0	[]
11030007	1103	1	130	40	1	2	0	[]
11030008	1103	1	145	40	1	2	0	[]
11030009	1103	1	160	40	1	2	0	[]
11030010	1103	1	175	40	1	2	0	[]
11030011	1103	1	190	40	1	2	0	[]
11030012	1103	1	205	40	1	2	0	[]
11030013	1103	1	220	40	1	2	0	[]
11030014	1103	1	235	40	1	2	0	[]
11030015	1103	1	250	40	1	2	0	[]
11030016	1103	1	265	40	1	2	0	[]
11030017	1103	1	280	40	1	2	0	[]
11030018	1103	1	295	40	1	2	0	[]
11030019	1103	1	310	40	1	2	0	[]
11030020	1103	1	325	40	1	2	0	[]
11030021	1103	1	300	40	1	2	0	[]
11030022	1103	1	310	40	1	2	0	[]
11030023	1103	1	320	40	1	2	0	[]
11030024	1103	1	330	40	1	2	0	[]
11030025	1103	1	340	40	1	2	0	[]
11030026	1103	1	350	40	1	2	0	[]
11030027	1103	1	360	40	1	2	0	[]
11030028	1103	1	370	40	1	2	0	[]
11030029	1103	1	380	40	1	2	0	[]
11030030	1103	1	390	40	1	2	0	[]
11030031	1103	1	400	40	1	2	0	[]
11030032	1103	1	410	40	1	2	0	[]
11030033	1103	1	420	40	1	2	0	[]
11030034	1103	1	430	40	1	2	0	[]
11030035	1103	1	440	40	1	2	0	[]
11030036	1103	1	450	40	1	2	0	[]
11030037	1103	1	460	40	1	2	0	[]
11030038	1103	1	470	40	1	2	0	[]
11030039	1103	1	480	40	1	2	0	[]
11030040	1103	1	490	40	1	2	0	[]
11030041	1103	1	515	40	1	2	0	[]
11030042	1103	1	540	40	1	2	0	[]
11030043	1103	1	565	40	1	2	0	[]
11030044	1103	1	590	40	1	2	0	[]
11030045	1103	1	615	40	1	2	0	[]
11030046	1103	1	640	40	1	2	0	[]
11030047	1103	1	665	40	1	2	0	[]
11030048	1103	1	690	40	1	2	0	[]
11030049	1103	1	715	40	1	2	0	[]
11030050	1103	1	740	40	1	2	0	[]
11030051	1103	1	765	40	1	2	0	[]
11030052	1103	1	790	40	1	2	0	[]
11030053	1103	1	815	40	1	2	0	[]
11030054	1103	1	840	40	1	2	0	[]
11030055	1103	1	865	40	1	2	0	[]
11030056	1103	1	890	40	1	2	0	[]
11030057	1103	1	915	40	1	2	0	[]
11030058	1103	1	940	40	1	2	0	[]
11030059	1103	1	965	40	1	2	0	[]
11030060	1103	1	990	40	1	2	0	[]
11030061	1103	1	1015	40	1	2	0	[]
11030062	1103	1	1040	40	1	2	0	[]
11030063	1103	1	1065	40	1	2	0	[]
11030064	1103	1	1090	40	1	2	0	[]
11030065	1103	1	1115	40	1	2	0	[]
11030066	1103	1	1140	40	1	2	0	[]
11030067	1103	1	1165	40	1	2	0	[]
11030068	1103	1	1190	40	1	2	0	[]
11030069	1103	1	1215	40	1	2	0	[]
11030070	1103	1	1240	40	1	2	0	[]
11030071	1103	1	1265	40	1	2	0	[]
11030072	1103	1	1290	40	1	2	0	[]
11030073	1103	1	1315	40	1	2	0	[]
11030074	1103	1	1340	40	1	2	0	[]
11030075	1103	1	1365	40	1	2	0	[]
11030076	1103	1	1390	40	1	2	0	[]
11030077	1103	1	1415	40	1	2	0	[]
11030078	1103	1	1440	40	1	2	0	[]
11030079	1103	1	1465	40	1	2	0	[]
11030080	1103	1	1490	40	1	2	0	[]
11030081	1103	1	1500	40	1	2	0	[]
11030082	1103	1	1510	40	1	2	0	[]
11030083	1103	1	1520	40	1	2	0	[]
11030084	1103	1	1530	40	1	2	0	[]
11030085	1103	1	1540	40	1	2	0	[]
11030086	1103	1	1550	40	1	2	0	[]
11030087	1103	1	1560	40	1	2	0	[]
11030088	1103	1	1570	40	1	2	0	[]
11030089	1103	1	1580	40	1	2	0	[]
11030090	1103	1	1590	40	1	2	0	[]
11030091	1103	1	1600	40	1	2	0	[]
11030092	1103	1	1610	40	1	2	0	[]
11030093	1103	1	1620	40	1	2	0	[]
11030094	1103	1	1630	40	1	2	0	[]
11030095	1103	1	1640	40	1	2	0	[]
11030096	1103	1	1650	40	1	2	0	[]
11030097	1103	1	1660	40	1	2	0	[]
11030098	1103	1	1670	40	1	2	0	[]
11030099	1103	1	1680	40	1	2	0	[]
11030100	1103	1	1690	40	1	2	0	[]
11030101	1103	1	1700	40	1	2	0	[]
11030102	1103	1	1710	40	1	2	0	[]
11030103	1103	1	1720	40	1	2	0	[]
11030104	1103	1	1730	40	1	2	0	[]
11030105	1103	1	1740	40	1	2	0	[]
11030106	1103	1	1750	40	1	2	0	[]
11030107	1103	1	1760	40	1	2	0	[]
11030108	1103	1	1770	40	1	2	0	[]
11030109	1103	1	1780	40	1	2	0	[]
11030110	1103	1	1790	40	1	2	0	[]
11030111	1103	1	1800	40	1	2	0	[]
11030112	1103	1	1810	40	1	2	0	[]
11030113	1103	1	1820	40	1	2	0	[]
11030114	1103	1	1830	40	1	2	0	[]
11030115	1103	1	1840	40	1	2	0	[]
11030116	1103	1	1850	40	1	2	0	[]
11030117	1103	1	1860	40	1	2	0	[]
11030118	1103	1	1870	40	1	2	0	[]
11030119	1103	1	1880	40	1	2	0	[]
11030120	1103	1	1890	40	1	2	0	[]
11030121	1103	1	1900	40	1	2	0	[]
11030122	1103	1	1910	40	1	2	0	[]
11030123	1103	1	1920	40	1	2	0	[]
11030124	1103	1	1930	40	1	2	0	[]
11030125	1103	1	1940	40	1	2	0	[]
11030126	1103	1	1950	40	1	2	0	[]
11030127	1103	1	1960	40	1	2	0	[]
11030128	1103	1	1970	40	1	2	0	[]
11030129	1103	1	1980	40	1	2	0	[]
11030130	1103	1	1990	40	1	2	0	[]
11030131	1103	1	2000	40	1	2	0	[]
11030132	1103	1	2010	40	1	2	0	[]
11030133	1103	1	2020	40	1	2	0	[]
11030134	1103	1	2030	40	1	2	0	[]
11030135	1103	1	2040	40	1	2	0	[]
11030136	1103	1	2050	40	1	2	0	[]
11030137	1103	1	2060	40	1	2	0	[]
11030138	1103	1	2070	40	1	2	0	[]
11030139	1103	1	2080	40	1	2	0	[]
11030140	1103	1	2090	40	1	2	0	[]
11030141	1103	1	2100	40	1	2	0	[]
11030142	1103	1	2110	40	1	2	0	[]
11030143	1103	1	2120	40	1	2	0	[]
11030144	1103	1	2130	40	1	2	0	[]
11030145	1103	1	2140	40	1	2	0	[]
11030146	1103	1	2150	40	1	2	0	[]
11030147	1103	1	2160	40	1	2	0	[]
11030148	1103	1	2170	40	1	2	0	[]
11030149	1103	1	2180	40	1	2	0	[]
11030150	1103	1	2190	40	1	2	0	[]
11030151	1103	1	2200	40	1	2	0	[]
11030152	1103	1	2210	40	1	2	0	[]
11030153	1103	1	2220	40	1	2	0	[]
11030154	1103	1	2230	40	1	2	0	[]
11030155	1103	1	2240	40	1	2	0	[]
11030156	1103	1	2250	40	1	2	0	[]
11030157	1103	1	2260	40	1	2	0	[]
11030158	1103	1	2270	40	1	2	0	[]
11030159	1103	1	2280	40	1	2	0	[]
11030160	1103	1	2290	40	1	2	0	[]
11030161	1103	1	2300	40	1	2	0	[]
11030162	1103	1	2310	40	1	2	0	[]
11030163	1103	1	2320	40	1	2	0	[]
11030164	1103	1	2330	40	1	2	0	[]
11030165	1103	1	2340	40	1	2	0	[]
11030166	1103	1	2350	40	1	2	0	[]
11030167	1103	1	2360	40	1	2	0	[]
11030168	1103	1	2370	40	1	2	0	[]
11030169	1103	1	2380	40	1	2	0	[]
11030170	1103	1	2390	40	1	2	0	[]
11030171	1103	1	2400	40	1	2	0	[]
11030172	1103	1	2410	40	1	2	0	[]
11030173	1103	1	2420	40	1	2	0	[]
11030174	1103	1	2430	40	1	2	0	[]
11030175	1103	1	2440	40	1	2	0	[]
11030176	1103	1	2450	40	1	2	0	[]
11030177	1103	1	2460	40	1	2	0	[]
11030178	1103	1	2470	40	1	2	0	[]
11030179	1103	1	2480	40	1	2	0	[]
11030180	1103	1	2490	40	1	2	0	[]
11030181	1103	1	2500	40	1	2	0	[]
11030182	1103	1	2510	40	1	2	0	[]
11030183	1103	1	2520	40	1	2	0	[]
11030184	1103	1	2530	40	1	2	0	[]
11030185	1103	1	2540	40	1	2	0	[]
11030186	1103	1	2550	40	1	2	0	[]
11030187	1103	1	2560	40	1	2	0	[]
11030188	1103	1	2570	40	1	2	0	[]
11030189	1103	1	2580	40	1	2	0	[]
11030190	1103	1	2590	40	1	2	0	[]
11030191	1103	1	2600	40	1	2	0	[]
11030192	1103	1	2610	40	1	2	0	[]
11030193	1103	1	2620	40	1	2	0	[]
11030194	1103	1	2630	40	1	2	0	[]
11030195	1103	1	2640	40	1	2	0	[]
11030196	1103	1	2650	40	1	2	0	[]
11030197	1103	1	2660	40	1	2	0	[]
11030198	1103	1	2670	40	1	2	0	[]
11030199	1103	1	2680	40	1	2	0	[]
11030200	1103	1	2690	40	1	2	0	[]
11040001	3101	1	20	110	1	3	0	[]
11140001	1114	1	40	40	1	2	0	[]
11140002	1114	1	50	40	1	2	0	[]
11140003	1114	1	60	40	1	2	0	[]
11140004	1114	1	80	40	1	2	0	[]
11140005	1114	1	100	40	1	2	0	[]
11140006	1114	1	115	40	1	2	0	[]
11140007	1114	1	130	40	1	2	0	[]
11140008	1114	1	145	40	1	2	0	[]
11140009	1114	1	160	40	1	2	0	[]
11140010	1114	1	175	40	1	2	0	[]
11140011	1114	1	190	40	1	2	0	[]
11140012	1114	1	205	40	1	2	0	[]
11140013	1114	1	220	40	1	2	0	[]
11140014	1114	1	235	40	1	2	0	[]
11140015	1114	1	250	40	1	2	0	[]
11140016	1114	1	265	40	1	2	0	[]
11140017	1114	1	280	40	1	2	0	[]
11140018	1114	1	295	40	1	2	0	[]
11140019	1114	1	310	40	1	2	0	[]
11140020	1114	1	325	40	1	2	0	[]
11140021	1114	1	300	40	1	2	0	[]
11140022	1114	1	310	40	1	2	0	[]
11140023	1114	1	320	40	1	2	0	[]
11140024	1114	1	330	40	1	2	0	[]
11140025	1114	1	340	40	1	2	0	[]
11140026	1114	1	350	40	1	2	0	[]
11140027	1114	1	360	40	1	2	0	[]
11140028	1114	1	370	40	1	2	0	[]
11140029	1114	1	380	40	1	2	0	[]
11140030	1114	1	390	40	1	2	0	[]
11140031	1114	1	400	40	1	2	0	[]
11140032	1114	1	410	40	1	2	0	[]
11140033	1114	1	420	40	1	2	0	[]
11140034	1114	1	430	40	1	2	0	[]
11140035	1114	1	440	40	1	2	0	[]
11140036	1114	1	450	40	1	2	0	[]
11140037	1114	1	460	40	1	2	0	[]
11140038	1114	1	470	40	1	2	0	[]
11140039	1114	1	480	40	1	2	0	[]
11140040	1114	1	490	40	1	2	0	[]
11140041	1114	1	515	40	1	2	0	[]
11140042	1114	1	540	40	1	2	0	[]
11140043	1114	1	565	40	1	2	0	[]
11140044	1114	1	590	40	1	2	0	[]
11140045	1114	1	615	40	1	2	0	[]
11140046	1114	1	640	40	1	2	0	[]
11140047	1114	1	665	40	1	2	0	[]
11140048	1114	1	690	40	1	2	0	[]
11140049	1114	1	715	40	1	2	0	[]
11140050	1114	1	740	40	1	2	0	[]
11140051	1114	1	765	40	1	2	0	[]
11140052	1114	1	790	40	1	2	0	[]
11140053	1114	1	815	40	1	2	0	[]
11140054	1114	1	840	40	1	2	0	[]
11140055	1114	1	865	40	1	2	0	[]
11140056	1114	1	890	40	1	2	0	[]
11140057	1114	1	915	40	1	2	0	[]
11140058	1114	1	940	40	1	2	0	[]
11140059	1114	1	965	40	1	2	0	[]
11140060	1114	1	990	40	1	2	0	[]
11140061	1114	1	1015	40	1	2	0	[]
11140062	1114	1	1040	40	1	2	0	[]
11140063	1114	1	1065	40	1	2	0	[]
11140064	1114	1	1090	40	1	2	0	[]
11140065	1114	1	1115	40	1	2	0	[]
11140066	1114	1	1140	40	1	2	0	[]
11140067	1114	1	1165	40	1	2	0	[]
11140068	1114	1	1190	40	1	2	0	[]
11140069	1114	1	1215	40	1	2	0	[]
11140070	1114	1	1240	40	1	2	0	[]
11140071	1114	1	1265	40	1	2	0	[]
11140072	1114	1	1290	40	1	2	0	[]
11140073	1114	1	1315	40	1	2	0	[]
11140074	1114	1	1340	40	1	2	0	[]
11140075	1114	1	1365	40	1	2	0	[]
11140076	1114	1	1390	40	1	2	0	[]
11140077	1114	1	1415	40	1	2	0	[]
11140078	1114	1	1440	40	1	2	0	[]
11140079	1114	1	1465	40	1	2	0	[]
11140080	1114	1	1490	40	1	2	0	[]
11140081	1114	1	1500	40	1	2	0	[]
11140082	1114	1	1510	40	1	2	0	[]
11140083	1114	1	1520	40	1	2	0	[]
11140084	1114	1	1530	40	1	2	0	[]
11140085	1114	1	1540	40	1	2	0	[]
11140086	1114	1	1550	40	1	2	0	[]
11140087	1114	1	1560	40	1	2	0	[]
11140088	1114	1	1570	40	1	2	0	[]
11140089	1114	1	1580	40	1	2	0	[]
11140090	1114	1	1590	40	1	2	0	[]
11140091	1114	1	1600	40	1	2	0	[]
11140092	1114	1	1610	40	1	2	0	[]
11140093	1114	1	1620	40	1	2	0	[]
11140094	1114	1	1630	40	1	2	0	[]
11140095	1114	1	1640	40	1	2	0	[]
11140096	1114	1	1650	40	1	2	0	[]
11140097	1114	1	1660	40	1	2	0	[]
11140098	1114	1	1670	40	1	2	0	[]
11140099	1114	1	1680	40	1	2	0	[]
11140100	1114	1	1690	40	1	2	0	[]
11140101	1114	1	1700	40	1	2	0	[]
11140102	1114	1	1710	40	1	2	0	[]
11140103	1114	1	1720	40	1	2	0	[]
11140104	1114	1	1730	40	1	2	0	[]
11140105	1114	1	1740	40	1	2	0	[]
11140106	1114	1	1750	40	1	2	0	[]
11140107	1114	1	1760	40	1	2	0	[]
11140108	1114	1	1770	40	1	2	0	[]
11140109	1114	1	1780	40	1	2	0	[]
11140110	1114	1	1790	40	1	2	0	[]
11140111	1114	1	1800	40	1	2	0	[]
11140112	1114	1	1810	40	1	2	0	[]
11140113	1114	1	1820	40	1	2	0	[]
11140114	1114	1	1830	40	1	2	0	[]
11140115	1114	1	1840	40	1	2	0	[]
11140116	1114	1	1850	40	1	2	0	[]
11140117	1114	1	1860	40	1	2	0	[]
11140118	1114	1	1870	40	1	2	0	[]
11140119	1114	1	1880	40	1	2	0	[]
11140120	1114	1	1890	40	1	2	0	[]
11140121	1114	1	1900	40	1	2	0	[]
11140122	1114	1	1910	40	1	2	0	[]
11140123	1114	1	1920	40	1	2	0	[]
11140124	1114	1	1930	40	1	2	0	[]
11140125	1114	1	1940	40	1	2	0	[]
11140126	1114	1	1950	40	1	2	0	[]
11140127	1114	1	1960	40	1	2	0	[]
11140128	1114	1	1970	40	1	2	0	[]
11140129	1114	1	1980	40	1	2	0	[]
11140130	1114	1	1990	40	1	2	0	[]
11140131	1114	1	2000	40	1	2	0	[]
11140132	1114	1	2010	40	1	2	0	[]
11140133	1114	1	2020	40	1	2	0	[]
11140134	1114	1	2030	40	1	2	0	[]
11140135	1114	1	2040	40	1	2	0	[]
11140136	1114	1	2050	40	1	2	0	[]
11140137	1114	1	2060	40	1	2	0	[]
11140138	1114	1	2070	40	1	2	0	[]
11140139	1114	1	2080	40	1	2	0	[]
11140140	1114	1	2090	40	1	2	0	[]
11140141	1114	1	2100	40	1	2	0	[]
11140142	1114	1	2110	40	1	2	0	[]
11140143	1114	1	2120	40	1	2	0	[]
11140144	1114	1	2130	40	1	2	0	[]
11140145	1114	1	2140	40	1	2	0	[]
11140146	1114	1	2150	40	1	2	0	[]
11140147	1114	1	2160	40	1	2	0	[]
11140148	1114	1	2170	40	1	2	0	[]
11140149	1114	1	2180	40	1	2	0	[]
11140150	1114	1	2190	40	1	2	0	[]
11140151	1114	1	2200	40	1	2	0	[]
11140152	1114	1	2210	40	1	2	0	[]
11140153	1114	1	2220	40	1	2	0	[]
11140154	1114	1	2230	40	1	2	0	[]
11140155	1114	1	2240	40	1	2	0	[]
11140156	1114	1	2250	40	1	2	0	[]
11140157	1114	1	2260	40	1	2	0	[]
11140158	1114	1	2270	40	1	2	0	[]
11140159	1114	1	2280	40	1	2	0	[]
11140160	1114	1	2290	40	1	2	0	[]
11140161	1114	1	2300	40	1	2	0	[]
11140162	1114	1	2310	40	1	2	0	[]
11140163	1114	1	2320	40	1	2	0	[]
11140164	1114	1	2330	40	1	2	0	[]
11140165	1114	1	2340	40	1	2	0	[]
11140166	1114	1	2350	40	1	2	0	[]
11140167	1114	1	2360	40	1	2	0	[]
11140168	1114	1	2370	40	1	2	0	[]
11140169	1114	1	2380	40	1	2	0	[]
11140170	1114	1	2390	40	1	2	0	[]
11140171	1114	1	2400	40	1	2	0	[]
11140172	1114	1	2410	40	1	2	0	[]
11140173	1114	1	2420	40	1	2	0	[]
11140174	1114	1	2430	40	1	2	0	[]
11140175	1114	1	2440	40	1	2	0	[]
11140176	1114	1	2450	40	1	2	0	[]
11140177	1114	1	2460	40	1	2	0	[]
11140178	1114	1	2470	40	1	2	0	[]
11140179	1114	1	2480	40	1	2	0	[]
11140180	1114	1	2490	40	1	2	0	[]
11140181	1114	1	2500	40	1	2	0	[]
11140182	1114	1	2510	40	1	2	0	[]
11140183	1114	1	2520	40	1	2	0	[]
11140184	1114	1	2530	40	1	2	0	[]
11140185	1114	1	2540	40	1	2	0	[]
11140186	1114	1	2550	40	1	2	0	[]
11140187	1114	1	2560	40	1	2	0	[]
11140188	1114	1	2570	40	1	2	0	[]
11140189	1114	1	2580	40	1	2	0	[]
11140190	1114	1	2590	40	1	2	0	[]
11140191	1114	1	2600	40	1	2	0	[]
11140192	1114	1	2610	40	1	2	0	[]
11140193	1114	1	2620	40	1	2	0	[]
11140194	1114	1	2630	40	1	2	0	[]
11140195	1114	1	2640	40	1	2	0	[]
11140196	1114	1	2650	40	1	2	0	[]
11140197	1114	1	2660	40	1	2	0	[]
11140198	1114	1	2670	40	1	2	0	[]
11140199	1114	1	2680	40	1	2	0	[]
11140200	1114	1	2690	40	1	2	0	[]
11040002	1102	1	200	40	6	2	0	[]
11040003	1102	1	150	40	6	2	0	[]
11040004	1102	1	30	80	6	2	0	[]
11040005	1102	1	30	70	1	2	0	[]
11040006	1102	1	30	80	1	2	0	[]
11040007	1102	1	40	80	6	2	0	[]
11040008	1102	1	43	80	1	2	0	[]
11040009	1102	1	60	80	6	2	0	[]
11040010	1102	1	70	80	1	2	0	[]
11040011	1102	1	80	80	2	2	0	[]
11040012	1102	1	90	80	2	2	0	[]
11040013	1102	1	100	80	2	2	0	[]
11040014	1102	1	110	80	6	2	0	[]
11040015	1102	1	120	80	2	2	0	[]
11040016	1102	1	130	80	2	2	0	[]
11040017	1102	1	140	80	6	2	0	[]
11040018	1102	1	150	80	2	2	0	[]
11040019	1102	1	160	80	6	2	0	[]
11040020	1102	1	170	80	6	2	0	[]
11040021	1102	1	180	80	2	2	0	[]
11040022	1102	1	190	80	2	2	0	[]
11040023	1102	1	200	80	2	2	0	[]
11040024	1102	1	210	80	2	2	0	[]
11040025	1204	1	600	40	11	2	0	[]
11040026	1204	1	600	40	11	2	0	[]
11040027	1204	1	360	40	11	2	0	[]
11040028	1204	1	370	40	11	2	0	[]
